galaxyID,tstep,t,tlookback,z,M_star,R_halfmass,sigma_star,sigma_youngstar,SFR_10,SFR_100,sSFR_10,sSFR_100
m11e_r7100,472,10.87890707,2.857308952,0.23379159,1342181200.0,28.900000000000798,84.542114,72.55518,3137815.2,10245654.0,-9.631183797493648,-10.117271481387078
m11e_r7100,471,10.853852702,2.88236332,0.236220479,1337790700.0,29.150000000000702,82.87243,66.12757,705299.7,7337963.0,-10.27801448758875,-10.260812661413912
m11e_r7100,470,10.828782974,2.907433049,0.238658786,1336922900.0,29.600000000000772,81.90767,77.19827,1312068.2,8228469.5,-10.008149929464526,-10.21078729213254
m11e_r7100,469,10.803698893,2.932517129,0.241106749,1335146500.0,29.96000000000083,81.59658,95.92423,771145.2,9313090.0,-10.238392767696146,-10.156435120400015
m11e_r7100,468,10.778598653,2.957617369,0.243564367,1334348700.0,30.390000000000764,81.75743,58.033768,1129859.2,11230526.0,-10.072244982266529,-10.074869230108053
m11e_r7100,467,10.753485144,2.982730879,0.246031642,1332952600.0,30.81000000000083,81.94971,68.3253,782728.2,11602534.0,-10.23120372443542,-10.060261848543137
m11e_r7100,466,10.728354675,3.007861347,0.24850893,1331412900.0,31.270000000000767,81.70571,61.61886,2546251.0,11377138.0,-9.718411536182394,-10.068279722821392
m11e_r7100,465,10.703210142,3.033005881,0.250995994,1328391300.0,31.840000000000856,81.1063,59.83978,1420631.0,9491932.0,-9.97084473400896,-10.145971403033949
m11e_r7100,464,10.678049733,3.05816629,0.253493071,1325495800.0,32.410000000000664,80.52178,84.89264,611730.75,6816146.0,-10.335818046756032,-10.288839474247457
m11e_r7100,463,10.652874463,3.083341559,0.256000042,1323700600.0,32.78000000000059,80.088104,73.54074,776915.44,7899053.5,-10.231416017267204,-10.224214713042466
m11e_r7100,462,10.627686294,3.108529728,0.258517027,1322591000.0,33.23000000000037,80.0616,68.00485,1131464.5,10138531.0,-10.067784622799895,-10.115450521781046
m11e_r7100,461,10.602481529,3.133734493,0.261044264,1321412900.0,33.71000000000028,80.42923,64.17162,368776.4,12574539.0,-10.554275402590505,-10.021546458181556
m11e_r7100,460,10.577264017,3.158952006,0.263581395,1321521500.0,34.22000000000004,80.83179,44.932087,1315950.9,16936628.0,-10.001834567762929,-9.89224729625906
m11e_r7100,459,10.552030058,3.184185964,0.266129017,1318690300.0,34.78999999999993,80.98066,52.619156,1855395.1,16884978.0,-9.851706401775076,-9.892642313826084
m11e_r7100,458,10.526782563,3.209433459,0.268686771,1315387100.0,35.31999999999969,80.92815,70.69329,1765949.4,17121880.0,-9.872075340934568,-9.885502141365258
m11e_r7100,457,10.501519721,3.234696302,0.271255136,1311525500.0,35.81999999999959,80.44761,51.83511,2833616.5,16842554.0,-9.665435667596523,-9.891368791877303
m11e_r7100,456,10.476242553,3.259973469,0.273833752,1307185700.0,36.47999999999932,79.63783,87.013565,845991.2,13792507.0,-10.188971437160763,-9.976694063231557
m11e_r7100,455,10.450953035,3.285262988,0.276422739,1304432300.0,37.03999999999908,78.95902,41.92214,1517005.0,12743840.0,-9.934434517290551,-10.010121219277396
m11e_r7100,454,10.425647459,3.310568564,0.279022455,1300904800.0,37.70999999999895,78.181526,70.75232,2030926.6,10601684.0,-9.806551293670989,-10.088870671560574
m11e_r7100,453,10.400328747,3.335887275,0.281632662,1297149600.0,38.09999999999884,77.836334,81.58301,843637.9,9975429.0,-10.186833986260284,-10.114058473467928
m11e_r7100,452,10.374995086,3.361220936,0.284253597,1296119200.0,38.67999999999873,77.73128,70.76751,1501291.0,13057092.0,-9.936180052263605,-9.99679846919089
m11e_r7100,451,10.349649404,3.386566618,0.286885142,1294395500.0,39.21999999999879,77.756096,115.53919,1052233.9,13634971.0,-10.089954722037076,-9.977412782560316
m11e_r7100,450,10.32428799,3.411928032,0.289527774,1293258900.0,39.849999999998666,77.896736,46.42262,1397237.1,14342568.0,-9.966415352669376,-9.955058551513403
m11e_r7100,449,10.298914724,3.437301298,0.292180896,1290028200.0,40.16999999999877,77.9881,68.75749,1493279.0,19084120.0,-9.936458232957042,-9.829927051891016
m11e_r7100,448,10.273524943,3.46269108,0.294845343,1286054500.0,40.509999999998705,77.88155,62.641987,1576442.2,18837762.0,-9.911581317011246,-9.834230077190252
m11e_r7100,447,10.24812253,3.488093492,0.297520757,1283289300.0,41.04999999999877,77.63986,66.212425,1624079.1,18093844.0,-9.897717403835228,-9.850793746414135
m11e_r7100,446,10.222708527,3.513507495,0.300207019,1282236300.0,41.58999999999866,77.09601,80.37108,1438102.5,18763258.0,-9.95017822223596,-9.834659813218726
m11e_r7100,445,10.197279215,3.538936807,0.302904606,1273452700.0,42.26999999999869,76.90674,80.311005,2772126.2,13991467.0,-9.662169803684723,-9.95911955650967
m11e_r7100,444,10.17183849,3.564377532,0.30561316,1269942700.0,42.96999999999872,76.22722,58.89631,1385323.5,13420388.0,-9.962232909462596,-9.976019038915908
m11e_r7100,443,10.146382631,3.589833391,0.308333278,1267931300.0,43.439999999998626,75.83878,58.390354,819430.4,17741476.0,-10.189583652053207,-9.854105962507772
m11e_r7100,442,10.120914586,3.615301437,0.31106472,1266266000.0,43.9199999999987,75.869606,68.977684,1325689.0,21751250.0,-9.980083287769133,-9.765040720449841
m11e_r7100,441,10.095432538,3.640783484,0.313807607,1262292700.0,44.00999999999868,75.81652,73.84738,1423588.9,21476876.0,-9.94777549758792,-9.769188973347797
m11e_r7100,440,10.069937533,3.666278489,0.316561937,1259497300.0,44.359999999998614,75.50826,52.898262,3008887.5,22227784.0,-9.621791305899093,-9.753301088156812
m11e_r7100,439,10.044431572,3.69178445,0.319327712,1252887200.0,44.609999999998564,75.3794,39.824276,2858763.8,18867184.0,-9.641733694763426,-9.822204876365532
m11e_r7100,438,10.01891093,3.717305093,0.322105289,1247200600.0,45.23999999999861,75.56695,61.146503,1801033.4,19435576.0,-9.840414564221375,-9.807338908966983
m11e_r7100,437,9.993378564,3.742837458,0.324894547,1243586400.0,45.64999999999853,75.50886,112.38733,1397218.5,19758236.0,-9.949411647759668,-9.798927806571843
